service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
143795,1,1,1,1,1,0,0,20200201,20260213
143823,1,1,1,1,1,0,0,20200201,20260213
143829,1,1,1,1,1,0,0,20200201,20260213
143830,0,0,0,0,0,1,1,20200201,20260213
143855,1,1,1,1,1,0,0,20200201,20260213
143856,1,1,1,1,1,0,0,20200201,20260213
144125,1,1,1,1,1,0,0,20191203,20290930
144432,1,1,1,1,1,0,0,20200302,20270831
144433,1,1,1,1,1,0,0,20200302,20270831
144694,0,0,0,0,0,1,0,20200201,20260213
144695,0,0,0,0,0,1,1,20200302,20270831
144696,0,0,0,0,1,0,0,20240901,20250531
144876,1,1,1,1,1,1,1,20230701,20280930
144953,1,1,1,1,1,1,0,20200222,20290930
144975,1,1,1,1,1,0,0,20200302,20270831
146200,1,1,1,1,1,0,0,20201019,20270831
146214,0,1,0,1,0,1,0,20211201,20270831
146736,1,1,1,1,1,1,1,20200401,20300331
146746,1,1,1,1,1,1,0,20200401,20300331
146747,1,1,1,1,1,1,1,20200401,20300331
146752,1,1,1,1,1,0,0,20221201,20300331
146753,0,0,0,0,0,1,1,20221201,20300331
146754,1,1,1,1,1,1,1,20221201,20300331
146757,1,1,1,1,1,1,1,20221201,20300331
146758,1,1,1,1,1,0,0,20221201,20300331
146759,0,0,0,0,0,1,1,20221201,20300331
146765,1,1,1,1,1,0,0,20221201,20300331
146766,1,1,1,1,1,1,1,20221201,20300331
146772,1,1,1,1,1,0,0,20200401,20300331
146777,1,1,1,1,1,0,0,20241028,20300331
146778,0,0,0,0,0,1,1,20241028,20300331
146792,1,1,1,1,1,0,0,20200401,20300331
146793,1,1,1,1,1,0,0,20200401,20300331
146797,1,1,1,1,1,1,1,20221201,20300331
150374,1,1,1,1,1,0,0,20200505,20300331
151474,1,1,1,1,1,0,0,20200518,20260213
152076,1,0,1,1,1,0,0,20200601,20260213
156836,1,1,1,1,1,1,0,20200822,20300331
156837,1,1,1,1,1,1,1,20200822,20300331
157215,1,1,1,1,1,0,0,20200907,20260213
157235,0,0,0,0,1,0,0,20200901,20300331
157336,1,1,1,1,1,1,1,20200901,20300331
157337,1,0,1,0,0,1,1,20200901,20300331
157338,0,1,0,1,0,0,0,20200901,20300331
157969,1,0,0,1,0,0,0,20201001,20260213
157971,0,0,1,0,0,0,0,20201001,20260213
157977,0,1,0,0,1,0,0,20201001,20260213
158408,1,1,1,1,1,0,0,20201005,20260213
158409,1,1,1,1,1,1,1,20201005,20260213
158484,1,0,0,0,0,0,0,20240901,20250630
158485,1,1,1,1,1,1,1,20240901,20250630
159140,1,1,1,1,1,0,0,20201005,20260213
159141,1,1,1,1,1,0,0,20201005,20260213
159146,0,0,0,0,0,1,0,20201005,20260213
159151,0,0,0,0,0,0,1,20201005,20260213
159284,1,1,1,1,1,0,0,20201010,20300331
159285,1,1,1,1,1,1,1,20201010,20300331
159288,1,1,1,1,1,0,0,20201010,20300331
159342,0,0,0,0,0,1,1,20201010,20300331
159343,0,0,0,0,0,1,1,20201010,20300331
159969,1,1,1,1,1,0,0,20201015,20260213
159973,0,0,0,0,0,1,0,20201015,20260213
160000,1,1,1,1,1,1,0,20240909,20270831
160215,1,1,1,1,1,0,0,20201101,20300331
161040,1,1,1,0,1,0,0,20201101,20250621
161843,1,1,1,1,1,1,1,20201201,20300331
161844,1,1,1,1,1,1,1,20201201,20300331
161852,1,1,1,1,1,1,1,20221201,20300331
162010,1,1,1,1,1,0,0,20201201,20260213
162489,1,1,1,1,1,0,0,20241016,20260213
162490,1,1,1,1,1,0,0,20241016,20260213
162757,1,1,1,1,1,0,0,20201204,20290930
162758,1,1,1,1,1,1,1,20201204,20290930
162759,1,1,1,1,1,1,1,20201204,20290930
162760,0,0,0,0,0,1,1,20201204,20290930
163437,0,0,1,0,0,0,0,20201213,20260213
163443,0,0,1,0,0,0,0,20201213,20260213
163506,1,1,1,1,1,1,1,20201212,20300331
163785,1,1,1,1,1,1,1,20201216,20290930
163787,1,1,1,1,1,1,1,20201216,20290930
163928,0,0,0,0,1,0,1,20201227,20251226
163976,1,1,1,1,1,0,0,20210111,20260213
163982,1,1,1,1,1,0,0,20210111,20260213
163984,1,1,1,1,1,0,0,20210111,20260213
164004,1,1,1,1,1,0,0,20210111,20260213
164006,1,1,1,1,1,0,0,20210111,20260213
164026,0,0,1,0,1,0,0,20210111,20260213
164086,1,1,1,1,1,0,0,20210111,20260213
164088,1,1,1,1,1,0,0,20210111,20260213
164089,1,1,1,1,1,0,0,20210111,20260213
164096,1,1,1,1,1,0,0,20210111,20260213
165026,1,1,1,1,1,0,0,20210101,20260213
165036,1,1,1,1,1,0,0,20220801,20260213
165065,1,1,1,1,1,0,0,20210101,20260213
165268,0,0,0,0,0,1,1,20211210,20260213
165269,0,0,0,0,0,1,1,20211210,20260213
165270,0,0,0,0,0,1,1,20211210,20260213
165271,0,0,0,0,0,1,1,20211210,20260213
165272,0,0,0,0,0,1,1,20211210,20260213
165508,1,1,1,1,1,1,1,20210128,20290930
165511,1,1,1,1,1,1,0,20210128,20290930
165513,1,1,1,1,1,1,1,20210128,20290930
165514,1,1,1,1,1,1,1,20210128,20290930
165526,1,1,1,1,1,0,0,20211025,20290930
165540,1,1,1,1,1,1,1,20210128,20290930
165915,1,1,1,1,1,1,1,20210305,20260304
166106,1,1,1,1,1,0,0,20170701,20260213
166170,1,1,1,1,1,0,0,20210215,20260213
166288,1,1,1,1,1,0,0,20230701,20280930
166322,1,1,1,1,1,1,1,20230701,20280930
166515,1,1,1,1,1,1,0,20210301,20250621
166516,1,1,1,1,1,0,0,20210301,20250621
166518,0,0,1,0,0,0,0,20210301,20250621
166520,1,1,1,1,1,0,0,20240901,20250609
166530,1,1,1,1,1,0,0,20240601,20260213
166531,1,1,1,1,1,0,0,20240601,20260213
166532,1,1,1,1,1,0,0,20240601,20260213
166533,1,1,1,1,1,0,0,20240601,20260213
166534,1,1,1,1,1,0,0,20240601,20260213
166556,1,1,1,1,1,0,0,20210308,20260213
166563,1,1,1,1,1,0,0,20210301,20250621
166564,1,1,1,1,1,0,0,20210301,20250621
166565,0,0,0,0,1,0,0,20210301,20250621
166566,0,0,0,0,1,0,0,20210301,20250621
166567,1,1,1,1,1,0,0,20230123,20250621
166568,1,1,1,1,1,0,0,20240901,20250609
166569,1,1,1,1,1,1,0,20210301,20250621
166578,1,1,1,1,1,0,0,20210308,20260213
166694,1,1,1,1,1,1,0,20230701,20280930
166933,1,1,1,1,1,0,0,20230701,20280930
166934,1,1,1,1,1,1,1,20230701,20280930
167459,1,1,1,1,1,0,0,20210322,20270831
167461,1,1,1,1,1,0,0,20210322,20270831
167467,1,0,1,0,1,0,0,20210322,20270831
167468,0,1,0,1,0,1,0,20210322,20270831
167536,0,1,0,1,0,1,0,20210322,20270831
167543,0,0,0,0,0,0,1,20210322,20270831
168147,1,1,1,1,1,1,1,20210315,20290930
168174,1,1,1,1,1,1,1,20231025,20280930
168278,0,0,0,0,0,1,1,20231025,20280930
168420,1,1,0,0,0,0,0,20240401,20300930
168584,0,0,0,0,0,0,1,20210601,20250617
168668,1,1,1,1,1,0,0,20230701,20280930
168810,1,1,1,1,1,1,1,20210501,20250630
168914,1,1,1,1,1,0,0,20210412,20260213
169092,1,1,1,1,1,1,1,20230701,20280930
169272,1,1,1,1,1,1,0,20210628,20260403
169366,1,1,1,1,1,1,1,20230701,20280930
169367,0,0,1,0,0,0,0,20210402,20260213
169370,0,0,0,0,0,0,1,20230701,20280930
169372,1,1,1,1,1,1,0,20230701,20280930
169549,1,1,1,1,1,1,0,20230701,20250228
169578,0,0,0,0,0,1,1,20210501,20260213
169580,0,0,0,0,0,1,0,20210501,20260213
169585,1,1,1,1,1,0,0,20210501,20260213
169588,0,0,0,0,0,1,0,20210501,20260213
169598,1,1,1,1,1,0,0,20210501,20260213
169763,1,1,1,1,1,0,0,20230701,20280930
169766,1,1,1,1,1,0,0,20230701,20280930
169816,1,1,1,1,1,0,0,20230701,20280930
169942,1,1,1,1,1,1,0,20230701,20280930
169950,1,1,1,1,1,1,0,20230701,20280930
170083,1,1,1,1,1,0,0,20210501,20260213
170084,1,1,1,1,1,0,0,20240401,20300930
170102,1,1,1,1,1,1,1,20230701,20280930
170118,0,0,0,0,0,1,0,20210501,20260213
170126,0,0,0,0,0,1,1,20210501,20260213
170129,0,0,0,0,0,1,0,20210501,20260213
170130,1,1,1,1,1,0,0,20210501,20260213
170299,1,1,1,1,1,0,0,20230701,20280930
170349,0,1,0,0,1,0,0,20230701,20280930
170355,1,1,1,1,1,0,0,20230701,20280930
170477,1,1,1,1,1,1,1,20230701,20280930
170527,1,0,0,0,0,0,0,20240401,20300920
170535,1,1,1,1,1,1,1,20210814,20300331
170536,1,1,1,1,1,1,1,20210814,20300331
170537,1,1,1,1,1,0,0,20210814,20300331
170549,1,1,1,1,1,1,1,20210423,20300331
170560,1,1,1,1,1,0,0,20210501,20260213
170599,1,1,1,1,1,0,0,20210501,20260213
170604,1,1,1,1,1,1,0,20210501,20260213
170609,0,0,0,0,0,1,1,20210501,20260213
170621,1,1,1,1,1,1,1,20210501,20260213
170803,1,1,1,1,1,0,0,20230701,20280930
170804,1,1,1,1,1,0,0,20230701,20280930
170990,0,0,0,0,1,0,0,20210501,20261231
170991,1,1,1,1,1,1,0,20230701,20280930
170994,1,1,1,1,1,0,0,20210501,20261231
171005,1,1,1,1,1,0,0,20210501,20261231
171023,1,1,1,1,1,0,0,20230701,20280930
171159,0,0,0,0,0,1,0,20230701,20280930
171166,1,1,1,1,1,0,0,20240401,20300930
171167,1,1,1,1,1,1,1,20240401,20300930
171168,1,1,1,1,1,1,1,20240401,20300930
171169,1,1,1,1,1,1,1,20240401,20300930
171174,1,1,1,1,1,0,0,20240401,20300930
171179,1,0,0,0,0,0,0,20240401,20300930
171183,0,1,0,0,0,0,0,20240401,20300930
171213,0,0,1,0,0,0,0,20240401,20300930
171317,1,1,1,1,1,0,0,20230701,20280930
171324,1,1,1,1,0,0,0,20240401,20300930
171332,1,1,1,1,1,1,1,20230701,20280930
171411,0,1,1,1,1,0,0,20240401,20250228
171417,1,1,1,1,1,0,0,20240401,20300930
171418,0,0,1,0,1,0,0,20240401,20300930
171441,1,1,1,1,0,0,0,20240401,20300930
171444,1,1,1,1,1,0,0,20240401,20300930
171447,0,0,1,0,1,0,0,20240401,20300930
171448,0,0,0,0,1,0,0,20240401,20300930
171895,1,1,1,1,1,0,0,20210501,20300331
171896,1,1,1,1,1,1,1,20210501,20300331
171897,1,1,1,1,1,1,1,20210501,20300331
171898,1,1,1,1,1,1,1,20210501,20300331
171905,1,1,1,1,1,1,1,20210501,20300331
171906,1,1,1,1,1,1,1,20210501,20300331
171907,1,1,1,1,1,1,1,20210501,20300331
171909,1,1,1,1,1,1,1,20210501,20300331
171921,1,1,1,1,1,1,1,20210501,20300331
171922,1,1,1,1,1,0,0,20210501,20300331
171923,0,0,0,0,0,1,1,20210501,20300331
171924,1,1,1,1,1,0,0,20210501,20300331
171925,1,1,1,1,1,1,1,20210501,20300331
171926,1,1,1,1,1,0,0,20210501,20300331
171986,1,1,1,1,1,0,0,20230701,20280930
171987,1,1,1,1,1,0,0,20230701,20280930
172042,1,1,1,1,1,0,0,20230701,20280930
172091,1,1,1,1,1,0,0,20230701,20280930
172124,1,1,1,1,1,0,0,20230701,20280930
172138,1,1,1,1,1,0,0,20230701,20280930
172216,0,0,0,0,1,0,0,20241101,20250228
172217,0,1,0,0,1,0,1,20241101,20250228
172218,0,1,0,0,0,0,0,20241101,20250228
172224,1,0,1,0,1,0,0,20230701,20280930
172305,1,1,1,1,1,0,0,20230701,20280930
172334,0,0,0,0,0,1,1,20230701,20280930
172674,1,1,1,1,1,1,0,20230701,20280930
172677,1,1,1,1,1,0,0,20230701,20280930
172694,0,0,0,0,0,1,1,20230701,20280930
172695,1,1,1,1,1,1,1,20230701,20280930
172697,1,1,1,1,1,0,0,20230701,20280930
172716,1,1,1,1,1,1,1,20230701,20280930
172717,1,1,1,1,1,0,0,20240401,20290630
172719,1,1,1,1,1,1,1,20230701,20280930
172729,1,0,0,0,0,0,0,20230710,20280930
172735,1,1,1,1,1,1,0,20240401,20290630
172738,0,0,1,0,1,0,0,20230701,20280930
172800,1,1,1,1,1,1,0,20240401,20290630
172939,1,1,1,1,1,0,0,20241021,20260213
172940,1,1,1,1,1,0,0,20241021,20260213
172941,1,1,1,1,1,0,0,20241021,20260213
172942,1,1,1,1,1,0,0,20241021,20260213
172943,1,1,1,1,1,0,0,20241021,20260213
172944,1,1,1,1,1,0,0,20241021,20260213
172945,1,1,1,1,1,0,0,20241021,20260213
172946,1,1,1,1,1,0,0,20241021,20260213
172947,1,1,1,1,1,0,0,20241021,20260213
172965,1,1,1,1,1,1,1,20230701,20280930
172966,1,1,1,1,1,1,1,20230701,20280930
172967,1,1,1,1,1,1,1,20230701,20280930
173017,1,1,1,1,1,1,0,20230701,20280930
173018,1,1,1,1,1,0,0,20230701,20280930
173019,1,1,1,1,1,0,0,20230701,20280930
173069,1,1,1,1,1,0,0,20230701,20280930
173070,0,0,0,0,0,1,1,20230701,20280930
173071,0,0,0,0,0,1,1,20230701,20280930
173098,0,0,0,0,0,0,1,20230701,20280930
173127,1,1,1,1,1,0,0,20230701,20280930
173129,0,1,0,0,0,1,0,20210601,20260213
173199,0,0,0,0,1,0,1,20210601,20260213
173200,1,1,1,1,1,1,1,20240401,20290630
173292,1,1,1,1,1,1,0,20210601,20260213
173293,0,0,0,0,0,1,1,20240401,20290630
173350,1,1,1,1,1,0,0,20230701,20280930
173356,1,1,1,1,1,1,1,20240401,20290630
173357,1,1,1,1,1,1,1,20240401,20290630
173370,1,1,1,1,1,1,1,20240401,20290630
173390,1,1,1,1,1,0,0,20231025,20280930
173395,1,1,1,1,1,1,0,20240401,20290630
173465,1,1,1,1,1,1,1,20231025,20280930
173468,1,1,1,1,1,1,0,20240401,20290630
173472,1,1,1,1,1,0,0,20240401,20290630
173497,1,1,1,1,1,0,0,20230701,20280930
173498,1,1,1,1,1,0,0,20230701,20280930
173500,1,1,1,1,1,0,1,20230701,20280930
173501,1,1,1,1,1,0,1,20230701,20280930
173505,1,1,1,1,1,1,1,20230701,20280930
173973,1,1,1,1,1,1,0,20210628,20270831
175524,0,0,0,0,0,1,0,20240701,20260213
175525,0,0,0,0,0,1,0,20240701,20260213
175526,0,0,0,0,0,1,0,20240701,20260213
175541,0,0,0,0,0,1,0,20210901,20260213
177175,0,0,0,0,0,1,0,20240701,20260213
177176,0,0,0,0,0,1,0,20240701,20260213
177177,0,0,0,0,0,1,0,20240701,20260213
178229,1,1,1,1,1,1,0,20210901,20261231
178433,0,0,0,0,0,0,1,20240701,20260213
178434,0,0,0,0,0,0,1,20240701,20260213
178435,0,0,0,0,0,0,1,20240701,20260213
178446,0,0,0,0,0,0,1,20240701,20260213
178447,0,0,0,0,0,0,1,20240701,20260213
178448,0,0,0,0,0,0,1,20240701,20260213
178449,0,0,0,0,0,0,1,20210901,20260213
178503,1,1,1,1,1,0,0,20210815,20260814
179141,1,1,1,1,1,0,0,20210822,20260213
179225,1,1,1,1,1,1,1,20210902,20260213
179229,1,1,1,1,1,0,0,20210902,20260213
179230,1,1,1,1,1,1,1,20210902,20260213
179231,0,0,0,0,0,1,1,20210902,20260213
179237,1,1,1,1,1,1,1,20241016,20260213
179238,1,1,1,1,1,1,1,20241016,20260213
179239,1,1,1,1,1,1,1,20241016,20260213
179240,1,1,1,1,1,1,1,20241016,20260213
179241,1,1,1,1,1,1,1,20241016,20260213
179263,1,1,1,1,1,1,1,20210902,20260213
179312,0,0,0,0,0,1,1,20210901,20260213
179313,0,0,0,0,0,1,1,20210901,20260213
179314,0,0,0,0,0,1,1,20210901,20260213
179315,0,0,0,0,0,1,1,20210901,20260213
179316,0,0,0,0,0,1,1,20210901,20260213
179317,0,0,0,0,0,1,1,20210901,20260213
180715,1,1,1,1,1,0,0,20210913,20270831
180942,0,0,0,0,0,1,0,20210918,20270831
181031,1,1,1,1,1,0,0,20210913,20270831
181166,1,1,1,1,1,0,0,20210915,20260213
181544,1,1,1,1,1,0,0,20210915,20260213
181607,1,1,1,1,1,0,0,20240901,20250609
181608,1,1,1,1,1,0,0,20240901,20250609
181698,1,1,1,1,1,1,1,20210921,20260920
181770,1,1,1,1,1,0,0,20200201,20260213
182188,1,1,1,1,1,0,0,20210927,20270831
182189,1,1,1,1,1,0,0,20210927,20270831
182272,1,1,1,1,1,0,0,20211001,20260213
182273,0,0,0,0,0,1,1,20211001,20260213
182691,1,1,1,1,1,1,0,20210925,20300331
182692,1,1,1,1,1,1,1,20210925,20300331
183001,1,1,1,1,1,1,1,20210929,20251226
183002,1,1,1,1,1,1,0,20210929,20251226
183653,1,1,1,1,1,0,0,20220613,20260213
183675,1,1,1,1,1,0,0,20211015,20260213
183800,1,1,1,1,1,1,1,20211015,20290930
184122,1,1,1,1,1,1,1,20211021,20290930
184123,1,1,1,1,1,0,0,20211021,20290930
184214,0,0,0,0,1,0,1,20211021,20261020
184215,1,1,1,1,1,1,1,20211021,20261020
184856,0,0,0,0,1,0,1,20211117,20261116
184906,0,0,0,0,0,1,1,20211111,20300331
184909,1,1,1,1,1,0,0,20211111,20300331
184913,0,0,0,0,0,0,1,20211111,20300331
185233,1,1,1,1,1,0,1,20211115,20260213
185234,1,1,1,1,1,0,0,20211115,20260213
185238,1,1,1,1,1,0,0,20211115,20260213
185245,1,0,1,0,1,0,0,20211115,20260213
185246,0,1,0,1,0,1,0,20211115,20260213
185249,1,1,1,1,1,0,0,20211115,20260213
185277,1,1,1,1,1,1,1,20241027,20250330
185278,1,1,1,1,1,1,1,20241027,20250330
185526,1,1,1,1,1,1,1,20220101,20261231
185527,1,1,1,1,1,1,0,20220101,20261231
185528,1,1,1,1,1,1,1,20220101,20261231
185547,1,1,1,1,1,1,0,20220101,20261231
185552,1,1,1,1,1,1,1,20220101,20261231
185555,1,1,1,1,1,1,1,20220101,20261231
185701,1,0,1,0,1,0,0,20230701,20280930
185705,0,1,0,1,0,0,0,20230701,20280930
185706,0,0,0,1,0,0,0,20240902,20260213
185721,1,1,1,1,1,1,1,20220101,20261231
185750,1,0,1,0,1,0,1,20211201,20270831
185763,1,1,1,1,1,0,0,20211201,20260213
185818,0,0,0,1,0,0,0,20211201,20260213
185889,1,1,1,1,1,0,0,20220613,20260213
185890,0,0,0,0,0,1,1,20220613,20260213
185920,1,0,1,0,1,0,0,20240902,20260213
185922,0,1,0,1,0,0,0,20240902,20260213
185930,0,0,0,0,0,1,1,20240902,20260213
186013,1,1,1,1,1,1,1,20211201,20300131
186048,0,0,0,0,0,1,0,20220613,20260213
186070,0,0,0,0,0,0,1,20220613,20260213
186074,0,0,0,0,0,1,0,20220613,20260213
186075,1,1,1,1,1,0,0,20220613,20260213
186082,1,1,1,1,1,0,0,20220613,20260213
186085,0,0,0,0,0,1,0,20220613,20260213
186086,0,0,0,0,0,0,1,20220613,20260213
186088,1,1,1,1,1,0,0,20220613,20260213
186307,1,1,1,1,1,0,0,20220613,20260213
186308,1,1,1,1,1,0,0,20220613,20260213
186409,1,1,1,1,1,0,0,20240601,20260213
186423,0,0,0,0,1,0,0,20240901,20250609
186424,1,1,1,1,0,0,0,20240901,20250609
186425,1,1,1,1,1,0,0,20240601,20260213
186429,0,0,0,0,0,1,0,20230301,20260213
186432,0,0,0,0,0,0,1,20230301,20260213
186433,1,1,1,1,1,0,0,20230301,20260213
186549,1,1,1,1,1,1,1,20220101,20261231
186569,1,1,1,1,1,1,1,20220101,20261231
186570,1,1,1,1,1,1,1,20220101,20261231
186575,0,0,0,0,0,1,1,20220526,20260213
186576,0,0,0,0,0,1,1,20220526,20260213
186577,0,0,0,0,0,1,1,20220526,20260213
186578,0,0,0,0,0,1,1,20220526,20260213
186579,0,0,0,0,0,1,1,20220526,20260213
186580,0,0,0,0,0,1,1,20220526,20260213
186581,0,0,0,0,0,1,1,20220526,20260213
186815,1,1,1,1,1,0,0,20240901,20250609
186823,0,0,0,0,0,0,1,20220330,20261231
186826,1,1,1,1,1,1,1,20220101,20261231
186828,1,1,1,1,1,1,1,20220101,20261231
186949,1,1,1,1,1,1,1,20211211,20290930
186950,1,1,1,1,1,0,0,20211211,20290930
187012,0,0,0,0,0,1,1,20211210,20260213
187013,0,0,0,0,0,1,1,20211210,20260213
187014,0,0,0,0,0,1,1,20211210,20260213
187015,0,0,0,0,0,1,1,20211210,20260213
187162,1,1,1,1,1,1,1,20220303,20250617
187332,1,1,1,1,1,0,0,20211208,20260213
187357,1,1,1,1,1,0,0,20220101,20260213
187731,1,1,1,1,1,1,1,20210102,20250617
188579,1,1,1,1,1,0,0,20230614,20291231
188605,1,0,1,1,1,0,0,20220101,20291231
188677,1,1,1,1,1,0,0,20240902,20250609
